worker_id,week_start,week_index,platform,archetype,hours_worked,trips_completed,gross_earnings,fuel_cost,net_earnings,is_shock_week
22,2025-08-11,84,Ola,full_time_driver,28.2,33,4800.29,675.93,4124.36,False
22,2025-08-18,85,Ola,full_time_driver,40.4,52,7362.86,797.46,6565.4,False
22,2025-08-25,86,Ola,full_time_driver,23.3,25,4268.52,410.05,3858.48,False
22,2025-09-01,87,Ola,full_time_driver,31.7,47,6014.96,600.22,5414.74,False
22,2025-09-08,88,Ola,full_time_driver,44.5,63,7559.6,770.47,6789.13,False
22,2025-09-15,89,Ola,full_time_driver,32.7,41,6061.6,538.95,5522.65,False
22,2025-09-22,90,Ola,full_time_driver,70.5,90,12284.88,1407.79,10877.08,False
22,2025-09-29,91,Ola,full_time_driver,54.4,63,9964.93,1349.36,8615.56,False
22,2025-10-06,92,Ola,full_time_driver,73.4,103,12837.51,1268.71,11568.8,False
22,2025-10-13,93,Ola,full_time_driver,41.6,67,7097.22,918.83,6178.38,False
22,2025-10-20,94,Ola,full_time_driver,45.6,48,8621.25,869.27,7751.98,False
22,2025-10-27,95,Ola,full_time_driver,51.5,75,9370.71,953.33,8417.38,False
22,2025-11-03,96,Ola,full_time_driver,73.0,103,12793.91,1505.24,11288.67,False
22,2025-11-10,97,Ola,full_time_driver,85.6,108,15487.46,1845.7,13641.75,False
22,2025-11-17,98,Ola,full_time_driver,37.0,49,6316.07,667.09,5648.98,False
22,2025-11-24,99,Ola,full_time_driver,72.2,112,12746.57,1724.69,11021.88,False
22,2025-12-01,100,Ola,full_time_driver,76.9,116,13713.93,1518.87,12195.06,False
22,2025-12-08,101,Ola,full_time_driver,56.8,70,10590.3,1388.49,9201.81,False
22,2025-12-15,102,Ola,full_time_driver,28.8,39,5173.97,681.84,4492.13,False
22,2025-12-22,103,Ola,full_time_driver,75.5,87,14471.95,1336.12,13135.83,False
23,2024-01-01,0,Swiggy,part_time_delivery,28.0,47,7417.67,283.84,7133.83,False
23,2024-01-08,1,Swiggy,part_time_delivery,32.4,42,8573.01,339.15,8233.86,False
23,2024-01-15,2,Swiggy,part_time_delivery,24.9,33,6585.55,215.19,6370.36,False
23,2024-01-22,3,Swiggy,part_time_delivery,33.4,49,8826.21,179.68,8646.53,False
23,2024-01-29,4,Swiggy,part_time_delivery,12.6,21,3332.44,90.39,3242.04,False
23,2024-02-05,5,Swiggy,part_time_delivery,17.8,19,4722.09,157.24,4564.85,False
23,2024-02-12,6,Swiggy,part_time_delivery,34.2,35,9078.91,279.89,8799.01,False
23,2024-02-19,7,Swiggy,part_time_delivery,14.6,24,3868.57,111.3,3757.27,False
23,2024-02-26,8,Swiggy,part_time_delivery,6.6,11,1760.87,71.08,1689.78,False
23,2024-03-04,9,Swiggy,part_time_delivery,4.2,6,1113.73,33.35,1080.39,False
23,2024-03-11,10,Swiggy,part_time_delivery,20.6,35,5497.42,144.54,5352.88,False
23,2024-03-18,11,Swiggy,part_time_delivery,25.6,43,6761.16,148.66,6612.49,False
23,2024-03-25,12,Swiggy,part_time_delivery,26.5,40,7034.04,309.93,6724.11,False
23,2024-04-01,13,Swiggy,part_time_delivery,26.2,35,6936.65,217.97,6718.68,False
23,2024-04-08,14,Swiggy,part_time_delivery,24.6,25,6482.19,224.9,6257.29,False
23,2024-04-15,15,Swiggy,part_time_delivery,22.0,28,5864.14,187.73,5676.41,False
23,2024-04-22,16,Swiggy,part_time_delivery,22.1,22,5858.92,110.94,5747.98,False
23,2024-04-29,17,Swiggy,part_time_delivery,30.3,31,8021.35,263.99,7757.36,False
23,2024-05-06,18,Swiggy,part_time_delivery,18.2,18,4847.99,171.57,4676.42,False
23,2024-05-13,19,Swiggy,part_time_delivery,28.3,44,7498.43,265.86,7232.57,False
23,2024-05-20,20,Swiggy,part_time_delivery,30.3,48,8094.82,255.43,7839.39,False
23,2024-05-27,21,Swiggy,part_time_delivery,26.5,42,7016.2,208.54,6807.67,False
23,2024-06-03,22,Swiggy,part_time_delivery,30.0,46,8038.19,278.53,7759.66,False
23,2024-06-10,23,Swiggy,part_time_delivery,11.0,19,2931.96,91.03,2840.93,False
23,2024-06-17,24,Swiggy,part_time_delivery,29.9,47,8080.84,284.43,7796.41,False
23,2024-06-24,25,Swiggy,part_time_delivery,25.4,41,6684.2,184.45,6499.75,False
23,2024-07-01,26,Swiggy,part_time_delivery,17.1,21,4609.25,142.02,4467.24,False
23,2024-07-08,27,Swiggy,part_time_delivery,16.1,18,4222.08,145.46,4076.62,False
23,2024-07-15,28,Swiggy,part_time_delivery,17.7,25,4703.27,202.86,4500.41,False
23,2024-07-22,29,Swiggy,part_time_delivery,20.4,34,5476.22,193.09,5283.14,False
23,2024-07-29,30,Swiggy,part_time_delivery,11.9,19,3163.57,101.84,3061.72,False
23,2024-08-05,31,Swiggy,part_time_delivery,16.4,19,4299.94,123.96,4175.98,False
23,2024-08-12,32,Swiggy,part_time_delivery,6.7,7,1808.95,58.79,1750.16,False
23,2024-08-19,33,Swiggy,part_time_delivery,13.4,24,3586.95,145.29,3441.66,False
23,2024-08-26,34,Swiggy,part_time_delivery,28.9,37,7835.4,303.63,7531.76,False
23,2024-09-02,35,Swiggy,part_time_delivery,11.0,16,2875.7,107.6,2768.1,False
23,2024-09-09,36,Swiggy,part_time_delivery,20.4,33,5298.55,107.42,5191.13,False
23,2024-09-16,37,Swiggy,part_time_delivery,8.6,14,2234.61,78.43,2156.18,False
23,2024-09-23,38,Swiggy,part_time_delivery,9.5,16,2584.9,54.36,2530.54,False
23,2024-09-30,39,Swiggy,part_time_delivery,20.4,22,5541.1,187.62,5353.48,False
23,2024-10-07,40,Swiggy,part_time_delivery,22.9,29,6215.84,155.36,6060.48,False
23,2024-10-14,41,Swiggy,part_time_delivery,13.1,17,3465.74,107.09,3358.65,False
23,2024-10-21,42,Swiggy,part_time_delivery,25.2,37,6635.55,268.95,6366.6,False
23,2024-10-28,43,Swiggy,part_time_delivery,11.7,19,3111.98,133.96,2978.02,False
23,2024-11-04,44,Swiggy,part_time_delivery,7.3,11,1922.22,70.56,1851.66,False
23,2024-11-11,45,Swiggy,part_time_delivery,18.5,28,5108.76,187.58,4921.19,False
23,2024-11-18,46,Swiggy,part_time_delivery,14.2,18,3862.6,145.4,3717.21,False
23,2024-11-25,47,Swiggy,part_time_delivery,23.1,34,6270.28,138.12,6132.16,False
23,2024-12-02,48,Swiggy,part_time_delivery,27.4,47,7399.26,328.52,7070.73,False
23,2024-12-09,49,Swiggy,part_time_delivery,14.9,20,3941.89,99.32,3842.56,False
23,2024-12-16,50,Swiggy,part_time_delivery,21.1,23,5546.89,169.19,5377.7,False
23,2024-12-23,51,Swiggy,part_time_delivery,23.0,31,6161.74,128.15,6033.59,False
23,2024-12-30,52,Swiggy,part_time_delivery,22.8,36,6319.18,134.21,6184.96,False
23,2025-01-06,53,Swiggy,part_time_delivery,16.8,19,4579.62,172.18,4407.45,False
23,2025-01-13,54,Swiggy,part_time_delivery,26.0,40,6826.23,183.67,6642.55,False
23,2025-01-20,55,Swiggy,part_time_delivery,44.4,52,11920.76,514.44,11406.33,False
23,2025-01-27,56,Swiggy,part_time_delivery,44.2,46,11676.13,365.8,11310.33,False
23,2025-02-03,57,Swiggy,part_time_delivery,25.1,29,6588.33,204.55,6383.78,False
23,2025-02-10,58,Swiggy,part_time_delivery,29.4,31,7680.82,185.61,7495.21,False
23,2025-02-17,59,Swiggy,part_time_delivery,28.2,34,7857.61,310.66,7546.96,False
23,2025-02-24,60,Swiggy,part_time_delivery,23.7,24,6285.62,185.64,6099.98,False
23,2025-03-03,61,Swiggy,part_time_delivery,5.4,6,1483.15,29.7,1453.45,False
23,2025-03-10,62,Swiggy,part_time_delivery,14.0,16,3909.1,158.45,3750.64,False
23,2025-03-17,63,Swiggy,part_time_delivery,10.5,10,2890.46,118.33,2772.12,False
23,2025-03-24,64,Swiggy,part_time_delivery,22.3,40,5748.84,254.11,5494.73,False
23,2025-03-31,65,Swiggy,part_time_delivery,38.9,52,10524.25,282.1,10242.15,False
23,2025-04-07,66,Swiggy,part_time_delivery,26.3,45,6744.18,219.03,6525.14,False
23,2025-04-14,67,Swiggy,part_time_delivery,24.8,37,6573.86,257.87,6316.0,False
23,2025-04-21,68,Swiggy,part_time_delivery,14.7,20,3822.93,128.3,3694.64,False
23,2025-04-28,69,Swiggy,part_time_delivery,21.4,35,5880.66,245.21,5635.46,False
23,2025-05-05,70,Swiggy,part_time_delivery,13.9,20,3581.17,106.94,3474.23,False
23,2025-05-12,71,Swiggy,part_time_delivery,15.8,17,4270.12,88.92,4181.2,False
23,2025-05-19,72,Swiggy,part_time_delivery,17.7,22,4745.06,201.53,4543.53,False
23,2025-05-26,73,Swiggy,part_time_delivery,23.5,37,6266.23,233.15,6033.08,False
23,2025-06-02,74,Swiggy,part_time_delivery,21.4,24,5927.49,250.92,5676.57,False
23,2025-06-09,75,Swiggy,part_time_delivery,23.6,26,6082.06,178.49,5903.57,False
23,2025-06-16,76,Swiggy,part_time_delivery,15.8,21,4048.27,188.53,3859.74,False
23,2025-06-23,77,Swiggy,part_time_delivery,17.2,29,4443.72,124.89,4318.83,False
23,2025-06-30,78,Swiggy,part_time_delivery,17.3,25,4744.84,104.75,4640.09,False
23,2025-07-07,79,Swiggy,part_time_delivery,24.8,29,6366.08,174.79,6191.29,False
23,2025-07-14,80,Swiggy,part_time_delivery,41.7,54,11120.99,242.56,10878.43,False
23,2025-07-21,81,Swiggy,part_time_delivery,10.5,14,2952.16,83.16,2869.0,False
23,2025-07-28,82,Swiggy,part_time_delivery,30.1,46,8217.63,172.31,8045.32,False
23,2025-08-04,83,Swiggy,part_time_delivery,22.2,29,5855.43,225.17,5630.26,False
23,2025-08-11,84,Swiggy,part_time_delivery,18.8,24,4873.16,188.62,4684.54,False
23,2025-08-18,85,Swiggy,part_time_delivery,8.9,13,2278.28,56.89,2221.4,False
23,2025-08-25,86,Swiggy,part_time_delivery,13.2,16,3748.31,126.99,3621.32,False
23,2025-09-01,87,Swiggy,part_time_delivery,8.3,9,2120.47,60.33,2060.14,False
23,2025-09-08,88,Swiggy,part_time_delivery,12.5,17,3511.66,128.48,3383.18,False
23,2025-09-15,89,Swiggy,part_time_delivery,20.5,31,5768.05,225.56,5542.49,False
23,2025-09-22,90,Swiggy,part_time_delivery,20.8,27,5383.41,216.83,5166.58,False
23,2025-09-29,91,Swiggy,part_time_delivery,17.3,29,4493.46,185.72,4307.74,False
23,2025-10-06,92,Swiggy,part_time_delivery,45.9,76,12444.4,459.01,11985.38,False
23,2025-10-13,93,Swiggy,part_time_delivery,11.9,17,3065.96,73.99,2991.97,False
23,2025-10-20,94,Swiggy,part_time_delivery,40.4,55,11244.47,482.92,10761.55,False
23,2025-10-27,95,Swiggy,part_time_delivery,18.3,30,4811.02,128.65,4682.37,False
23,2025-11-03,96,Swiggy,part_time_delivery,39.9,53,10879.69,447.69,10432.0,False
23,2025-11-10,97,Swiggy,part_time_delivery,28.4,46,7518.62,327.18,7191.43,False
23,2025-11-17,98,Swiggy,part_time_delivery,53.4,53,14716.92,331.86,14385.06,False
23,2025-11-24,99,Swiggy,part_time_delivery,7.8,8,2007.45,43.64,1963.81,False
23,2025-12-01,100,Swiggy,part_time_delivery,4.4,4,1169.42,29.81,1139.61,False
23,2025-12-08,101,Swiggy,part_time_delivery,24.5,39,6668.52,230.03,6438.49,False
23,2025-12-15,102,Swiggy,part_time_delivery,28.1,37,8051.24,204.59,7846.65,False
23,2025-12-22,103,Swiggy,part_time_delivery,22.6,23,5966.62,219.31,5747.31,False
24,2024-01-01,0,Zomato,multi_platform,29.6,45,6618.61,657.32,5961.29,False
24,2024-01-08,1,Zomato,multi_platform,69.8,73,15621.65,1202.79,14418.86,False
24,2024-01-15,2,Zomato,multi_platform,46.2,68,10314.03,923.2,9390.83,False
24,2024-01-22,3,Zomato,multi_platform,54.4,94,12209.37,1308.24,10901.13,False
24,2024-01-29,4,Zomato,multi_platform,54.1,87,12125.25,1176.1,10949.15,False
24,2024-02-05,5,Zomato,multi_platform,43.3,73,9675.43,892.43,8783.0,False
24,2024-02-12,6,Zomato,multi_platform,29.7,39,6649.97,470.59,6179.38,False
24,2024-02-19,7,Zomato,multi_platform,43.3,45,9673.67,1042.18,8631.49,False
24,2024-02-26,8,Zomato,multi_platform,41.9,67,9403.7,802.78,8600.93,False
24,2024-03-04,9,Zomato,multi_platform,15.5,24,3465.41,247.92,3217.49,False
24,2024-03-11,10,Zomato,multi_platform,35.3,39,7918.1,836.66,7081.43,False
24,2024-03-18,11,Zomato,multi_platform,36.7,58,8193.7,714.46,7479.24,False
24,2024-03-25,12,Zomato,multi_platform,35.0,53,7909.38,539.03,7370.35,False
24,2024-04-01,13,Zomato,multi_platform,21.0,31,4745.7,356.97,4388.73,False
24,2024-04-08,14,Zomato,multi_platform,43.7,55,9810.46,957.96,8852.5,False
24,2024-04-15,15,Zomato,multi_platform,57.6,87,12984.37,1303.52,11680.85,False
24,2024-04-22,16,Zomato,multi_platform,46.3,51,10505.86,765.32,9740.54,False
24,2024-04-29,17,Zomato,multi_platform,40.3,61,9036.8,755.91,8280.89,False
24,2024-05-06,18,Zomato,multi_platform,56.4,72,12606.45,1361.14,11245.31,False
24,2024-05-13,19,Zomato,multi_platform,48.8,75,10965.88,911.26,10054.62,False
24,2024-05-20,20,Zomato,multi_platform,48.1,81,10907.0,943.3,9963.7,False
24,2024-05-27,21,Zomato,multi_platform,59.0,77,13218.81,990.81,12228.01,False
24,2024-06-03,22,Zomato,multi_platform,38.8,56,8741.18,685.79,8055.38,False
24,2024-06-10,23,Zomato,multi_platform,40.9,43,9251.13,814.57,8436.56,False
24,2024-06-17,24,Zomato,multi_platform,36.2,54,8031.47,705.45,7326.02,False
24,2024-06-24,25,Zomato,multi_platform,1.7,2,398.87,33.49,365.37,False
24,2024-07-01,26,Zomato,multi_platform,31.6,37,7027.83,751.04,6276.79,False
24,2024-07-08,27,Zomato,multi_platform,23.5,27,5285.5,452.69,4832.81,False
24,2024-07-15,28,Zomato,multi_platform,61.1,109,13995.58,947.9,13047.69,False
24,2024-07-22,29,Zomato,multi_platform,44.5,79,10029.32,1065.92,8963.39,False
24,2024-07-29,30,Zomato,multi_platform,54.7,65,12554.75,1313.2,11241.55,False
24,2024-08-05,31,Zomato,multi_platform,1.6,1,177.21,36.89,140.32,True
24,2024-08-12,32,Zomato,multi_platform,35.8,47,8168.39,814.23,7354.16,False
24,2024-08-19,33,Zomato,multi_platform,25.4,29,5671.05,529.06,5141.99,False
24,2024-08-26,34,Zomato,multi_platform,34.4,48,7858.87,779.44,7079.43,False
24,2024-09-02,35,Zomato,multi_platform,20.4,24,4498.5,382.41,4116.08,False
24,2024-09-09,36,Zomato,multi_platform,50.5,82,11161.4,1086.65,10074.74,False
24,2024-09-16,37,Zomato,multi_platform,25.5,36,5714.66,434.63,5280.03,False
24,2024-09-23,38,Zomato,multi_platform,39.8,64,9059.82,961.59,8098.23,False
24,2024-09-30,39,Zomato,multi_platform,35.9,62,8309.6,539.55,7770.05,False
24,2024-10-07,40,Zomato,multi_platform,45.5,56,10357.12,902.45,9454.67,False
24,2024-10-14,41,Zomato,multi_platform,35.6,54,7818.15,851.38,6966.77,False
24,2024-10-21,42,Zomato,multi_platform,59.4,100,13830.8,958.91,12871.89,False
24,2024-10-28,43,Zomato,multi_platform,67.3,72,15648.76,1021.58,14627.19,False
24,2024-11-04,44,Zomato,multi_platform,39.7,60,8990.18,766.23,8223.95,False
24,2024-11-11,45,Zomato,multi_platform,71.2,109,15813.73,1499.21,14314.52,False
24,2024-11-18,46,Zomato,multi_platform,26.9,44,6201.44,588.85,5612.59,False
24,2024-11-25,47,Zomato,multi_platform,38.6,45,8844.85,733.44,8111.4,False
24,2024-12-02,48,Zomato,multi_platform,43.7,56,10092.5,710.69,9381.82,False
24,2024-12-09,49,Zomato,multi_platform,28.5,35,6264.54,460.99,5803.55,False
24,2024-12-16,50,Zomato,multi_platform,59.7,69,13270.38,1024.52,12245.86,False
24,2024-12-23,51,Zomato,multi_platform,68.9,104,15064.26,1424.76,13639.5,False
24,2024-12-30,52,Zomato,multi_platform,25.0,37,5855.8,395.95,5459.85,False
24,2025-01-06,53,Zomato,multi_platform,80.6,92,18681.74,1561.36,17120.38,False
24,2025-01-13,54,Zomato,multi_platform,4.0,6,192.19,85.8,106.39,True
24,2025-01-20,55,Zomato,multi_platform,41.3,48,9675.48,710.2,8965.28,False
24,2025-01-27,56,Zomato,multi_platform,35.2,60,8132.41,731.35,7401.06,False
24,2025-02-03,57,Zomato,multi_platform,34.6,58,7546.84,754.15,6792.69,False
24,2025-02-10,58,Zomato,multi_platform,56.4,88,12266.03,1133.08,11132.96,False
24,2025-02-17,59,Zomato,multi_platform,39.0,42,9042.13,664.87,8377.25,False
24,2025-02-24,60,Zomato,multi_platform,55.3,65,12444.15,1198.13,11246.02,False
24,2025-03-03,61,Zomato,multi_platform,1.3,1,1140.97,27.59,1113.38,True
24,2025-03-10,62,Zomato,multi_platform,28.8,50,6455.8,514.9,5940.9,False
24,2025-03-17,63,Zomato,multi_platform,32.1,40,7308.63,658.17,6650.46,False
24,2025-03-24,64,Zomato,multi_platform,46.1,74,10074.11,1082.51,8991.6,False
24,2025-03-31,65,Zomato,multi_platform,68.2,97,15058.23,1279.56,13778.67,False
24,2025-04-07,66,Zomato,multi_platform,38.7,51,8894.54,612.1,8282.45,False
24,2025-04-14,67,Zomato,multi_platform,55.6,67,12403.97,1023.27,11380.71,False
24,2025-04-21,68,Zomato,multi_platform,59.3,68,13810.35,1139.74,12670.62,False
24,2025-04-28,69,Zomato,multi_platform,59.9,92,13429.64,1446.62,11983.01,False
24,2025-05-05,70,Zomato,multi_platform,65.9,87,15184.1,1267.17,13916.93,False
24,2025-05-12,71,Zomato,multi_platform,35.9,40,8554.45,602.14,7952.31,False
24,2025-05-19,72,Zomato,multi_platform,40.9,51,9398.0,637.42,8760.58,False
24,2025-05-26,73,Zomato,multi_platform,41.9,63,9512.56,994.15,8518.41,False
24,2025-06-02,74,Zomato,multi_platform,54.5,87,12775.62,1339.06,11436.56,False
24,2025-06-09,75,Zomato,multi_platform,30.1,47,6794.35,725.69,6068.65,False
24,2025-06-16,76,Zomato,multi_platform,26.7,42,6357.8,569.18,5788.62,False
24,2025-06-23,77,Zomato,multi_platform,23.2,35,5515.58,393.13,5122.46,False
24,2025-06-30,78,Zomato,multi_platform,42.8,70,9353.51,880.73,8472.77,False
24,2025-07-07,79,Zomato,multi_platform,38.0,59,8631.23,864.94,7766.29,False
24,2025-07-14,80,Zomato,multi_platform,41.6,60,9767.33,839.93,8927.4,False
24,2025-07-21,81,Zomato,multi_platform,30.1,38,6688.53,671.14,6017.39,False
24,2025-07-28,82,Zomato,multi_platform,17.5,26,4212.34,264.88,3947.46,False
24,2025-08-04,83,Zomato,multi_platform,29.5,42,6954.64,594.67,6359.97,False
24,2025-08-11,84,Zomato,multi_platform,38.6,66,8633.78,631.99,8001.79,False
24,2025-08-18,85,Zomato,multi_platform,41.0,45,9159.83,926.82,8233.0,False
24,2025-08-25,86,Zomato,multi_platform,42.8,58,9298.25,727.45,8570.8,False
24,2025-09-01,87,Zomato,multi_platform,21.6,38,5063.42,393.6,4669.82,False
24,2025-09-08,88,Zomato,multi_platform,27.2,36,6259.12,426.58,5832.54,False
24,2025-09-15,89,Zomato,multi_platform,45.3,55,10596.11,1096.94,9499.18,False
24,2025-09-22,90,Zomato,multi_platform,28.4,32,6204.09,453.44,5750.65,False
24,2025-09-29,91,Zomato,multi_platform,56.8,101,13244.15,1031.64,12212.51,False
24,2025-10-06,92,Zomato,multi_platform,44.5,61,9568.82,999.87,8568.95,False
24,2025-10-13,93,Zomato,multi_platform,42.5,52,9450.21,881.13,8569.07,False
24,2025-10-20,94,Zomato,multi_platform,59.7,98,14451.59,1309.49,13142.1,False
24,2025-10-27,95,Zomato,multi_platform,52.8,75,12484.2,1171.36,11312.84,False
24,2025-11-03,96,Zomato,multi_platform,31.5,52,7402.44,547.01,6855.43,False
24,2025-11-10,97,Zomato,multi_platform,74.2,113,16192.96,1285.13,14907.83,False
24,2025-11-17,98,Zomato,multi_platform,50.9,61,11898.65,1028.52,10870.12,False
24,2025-11-24,99,Zomato,multi_platform,55.0,67,13000.68,877.08,12123.6,False
24,2025-12-01,100,Zomato,multi_platform,58.7,64,12538.56,1390.95,11147.61,False
24,2025-12-08,101,Zomato,multi_platform,34.4,60,8074.19,550.86,7523.33,False
24,2025-12-15,102,Zomato,multi_platform,22.9,41,5051.68,415.15,4636.53,False
24,2025-12-22,103,Zomato,multi_platform,24.9,42,6075.97,416.06,5659.9,False
25,2024-01-01,0,Uber,full_time_driver,49.6,63,8352.2,1196.76,7155.44,False
25,2024-01-08,1,Uber,full_time_driver,50.4,87,8478.34,1157.97,7320.37,False
25,2024-01-15,2,Uber,full_time_driver,80.3,106,13512.62,1861.13,11651.49,False
25,2024-01-22,3,Uber,full_time_driver,83.0,113,13977.6,1350.95,12626.65,False
25,2024-01-29,4,Uber,full_time_driver,75.0,83,12613.84,1538.58,11075.26,False
25,2024-02-05,5,Uber,full_time_driver,78.5,107,13202.83,1218.3,11984.53,False
25,2024-02-12,6,Uber,full_time_driver,68.5,110,11534.77,1096.79,10437.99,False
25,2024-02-19,7,Uber,full_time_driver,42.5,62,7186.13,780.74,6405.39,False
25,2024-02-26,8,Uber,full_time_driver,67.5,82,11417.45,1454.9,9962.55,False
25,2024-03-04,9,Uber,full_time_driver,7.9,13,153.23,122.63,30.6,True
25,2024-03-11,10,Uber,full_time_driver,61.5,93,10390.34,986.48,9403.87,False
25,2024-03-18,11,Uber,full_time_driver,65.4,113,10974.35,1583.17,9391.17,False
25,2024-03-25,12,Uber,full_time_driver,58.8,89,9996.97,902.55,9094.42,False
25,2024-04-01,13,Uber,full_time_driver,76.1,134,12797.02,1785.82,11011.2,False
25,2024-04-08,14,Uber,full_time_driver,57.5,70,9676.2,900.52,8775.68,False
25,2024-04-15,15,Uber,full_time_driver,71.3,120,12072.69,1182.92,10889.77,False
25,2024-04-22,16,Uber,full_time_driver,64.4,90,10941.66,997.94,9943.73,False
25,2024-04-29,17,Uber,full_time_driver,72.1,126,12084.31,1289.66,10794.65,False
25,2024-05-06,18,Uber,full_time_driver,7.3,9,1237.39,177.87,1059.51,False
25,2024-05-13,19,Uber,full_time_driver,56.3,75,9451.91,1293.96,8157.95,False
25,2024-05-20,20,Uber,full_time_driver,100.8,179,16825.56,1659.3,15166.26,False
25,2024-05-27,21,Uber,full_time_driver,60.2,62,10102.31,949.33,9152.98,False
25,2024-06-03,22,Uber,full_time_driver,66.9,114,11422.73,1165.01,10257.72,False
25,2024-06-10,23,Uber,full_time_driver,30.2,36,5058.39,659.4,4399.0,False
25,2024-06-17,24,Uber,full_time_driver,59.9,65,10021.18,913.39,9107.79,False
25,2024-06-24,25,Uber,full_time_driver,78.5,128,13418.76,1318.46,12100.3,False
25,2024-07-01,26,Uber,full_time_driver,71.6,110,12194.62,1302.3,10892.31,False
25,2024-07-08,27,Uber,full_time_driver,43.4,54,7460.59,754.16,6706.43,False
25,2024-07-15,28,Uber,full_time_driver,66.8,110,11487.91,1186.63,10301.27,False
25,2024-07-22,29,Uber,full_time_driver,50.4,82,8407.74,932.58,7475.16,False
25,2024-07-29,30,Uber,full_time_driver,30.3,53,5072.58,498.56,4574.03,False
25,2024-08-05,31,Uber,full_time_driver,57.7,72,9946.66,877.82,9068.83,False
25,2024-08-12,32,Uber,full_time_driver,41.9,73,7114.73,693.22,6421.52,False
25,2024-08-19,33,Uber,full_time_driver,52.0,63,9008.1,1110.42,7897.68,False
25,2024-08-26,34,Uber,full_time_driver,62.7,72,10659.76,1534.35,9125.41,False
25,2024-09-02,35,Uber,full_time_driver,54.7,58,9095.91,1147.07,7948.84,False
25,2024-09-09,36,Uber,full_time_driver,62.8,100,10696.68,1566.26,9130.42,False
25,2024-09-16,37,Uber,full_time_driver,46.3,74,7774.4,856.31,6918.09,False
25,2024-09-23,38,Uber,full_time_driver,49.1,81,8411.68,988.05,7423.63,False
25,2024-09-30,39,Uber,full_time_driver,48.1,58,8153.01,1126.34,7026.68,False
25,2024-10-07,40,Uber,full_time_driver,74.0,105,12501.62,1789.16,10712.46,False
25,2024-10-14,41,Uber,full_time_driver,70.0,124,11758.24,1641.69,10116.55,False
25,2024-10-21,42,Uber,full_time_driver,109.0,175,18135.12,2167.22,15967.9,False
25,2024-10-28,43,Uber,full_time_driver,105.6,110,18212.05,1974.26,16237.79,False
25,2024-11-04,44,Uber,full_time_driver,69.6,116,11506.84,1067.26,10439.58,False
25,2024-11-11,45,Uber,full_time_driver,64.8,72,10714.04,1493.3,9220.74,False
25,2024-11-18,46,Uber,full_time_driver,37.4,55,6243.43,708.28,5535.15,False
25,2024-11-25,47,Uber,full_time_driver,66.7,100,11505.97,1146.72,10359.25,False
25,2024-12-02,48,Uber,full_time_driver,84.1,96,14298.66,1937.46,12361.2,False
25,2024-12-09,49,Uber,full_time_driver,66.8,111,11279.55,1365.78,9913.78,False
25,2024-12-16,50,Uber,full_time_driver,53.3,73,8999.42,1025.72,7973.7,False
25,2024-12-23,51,Uber,full_time_driver,83.5,134,14305.82,1586.34,12719.48,False
25,2024-12-30,52,Uber,full_time_driver,102.5,123,17407.24,1775.45,15631.79,False
25,2025-01-06,53,Uber,full_time_driver,43.1,56,7159.32,733.69,6425.63,False
25,2025-01-13,54,Uber,full_time_driver,51.1,55,8982.05,822.45,8159.6,False
25,2025-01-20,55,Uber,full_time_driver,30.1,36,4965.06,557.45,4407.61,False
25,2025-01-27,56,Uber,full_time_driver,107.6,118,17624.63,1618.32,16006.31,False
25,2025-02-03,57,Uber,full_time_driver,57.3,61,9932.57,1426.76,8505.82,False
25,2025-02-10,58,Uber,full_time_driver,33.3,52,5906.7,819.85,5086.85,False
25,2025-02-17,59,Uber,full_time_driver,33.2,59,5802.27,522.55,5279.72,False
25,2025-02-24,60,Uber,full_time_driver,45.6,59,7557.42,812.91,6744.51,False
25,2025-03-03,61,Uber,full_time_driver,51.7,68,8638.58,1061.46,7577.11,False
25,2025-03-10,62,Uber,full_time_driver,51.2,90,8592.94,947.02,7645.92,False
25,2025-03-17,63,Uber,full_time_driver,67.3,70,10979.03,1429.5,9549.52,False
25,2025-03-24,64,Uber,full_time_driver,68.9,82,11944.23,1044.64,10899.59,False
25,2025-03-31,65,Uber,full_time_driver,84.5,133,14935.83,2107.65,12828.18,False
25,2025-04-07,66,Uber,full_time_driver,76.2,114,12956.57,1513.96,11442.62,False
25,2025-04-14,67,Uber,full_time_driver,79.5,134,13888.22,1850.44,12037.78,False
25,2025-04-21,68,Uber,full_time_driver,36.1,58,6080.15,681.68,5398.47,False
25,2025-04-28,69,Uber,full_time_driver,54.1,88,9296.4,1018.83,8277.57,False
25,2025-05-05,70,Uber,full_time_driver,69.0,108,11269.04,1286.51,9982.53,False
25,2025-05-12,71,Uber,full_time_driver,90.4,148,15863.25,1471.4,14391.85,False
25,2025-05-19,72,Uber,full_time_driver,38.0,39,6448.68,609.71,5838.97,False
25,2025-05-26,73,Uber,full_time_driver,56.7,81,10054.25,1207.82,8846.42,False
25,2025-06-02,74,Uber,full_time_driver,59.5,103,9855.41,1448.3,8407.11,False
25,2025-06-09,75,Uber,full_time_driver,28.3,41,4695.38,459.89,4235.5,False
25,2025-06-16,76,Uber,full_time_driver,65.8,92,11462.41,1063.47,10398.94,False
25,2025-06-23,77,Uber,full_time_driver,23.4,28,4194.62,543.61,3651.01,False
25,2025-06-30,78,Uber,full_time_driver,52.4,83,9185.2,997.83,8187.37,False
